,relationship,first_name,second_name,co_bills,co_bills_status,co_bills_total
22856,Obie PattersonWicomico County Delegation,Obie Patterson,Wicomico County Delegation,[],[],0
22855,Pamela BeidleWicomico County Delegation,Pamela Beidle,Wicomico County Delegation,[],[],0
22854,Sarah ElfrethWicomico County Delegation,Sarah Elfreth,Wicomico County Delegation,[],[],0
22853,Robert ZirkinWicomico County Delegation,Robert Zirkin,Wicomico County Delegation,[],[],0
22852,Antonio HayesWicomico County Delegation,Antonio Hayes,Wicomico County Delegation,[],[],0
22851,Wicomico County DelegationWilliam Ferguson,Wicomico County Delegation,William Ferguson,[],[],0
22850,Chris WestWicomico County Delegation,Chris West,Wicomico County Delegation,[],[],0
22849,Bryan SimonaireWicomico County Delegation,Bryan Simonaire,Wicomico County Delegation,[],[],0
22848,Justin ReadyWicomico County Delegation,Justin Ready,Wicomico County Delegation,[],[],0
22847,Michael HoughWicomico County Delegation,Michael Hough,Wicomico County Delegation,[],[],0
22846,Stephen HersheyWicomico County Delegation,Stephen Hershey,Wicomico County Delegation,[],[],0
22845,Jason GallionWicomico County Delegation,Jason Gallion,Wicomico County Delegation,[],[],0
22844,Bob CassillyWicomico County Delegation,Bob Cassilly,Wicomico County Delegation,[],[],0
22863,Arthur EllisWicomico County Delegation,Arthur Ellis,Wicomico County Delegation,[],[],0
22864,Melony GriffithWicomico County Delegation,Melony Griffith,Wicomico County Delegation,[],[],0
22865,Delores KelleyWicomico County Delegation,Delores Kelley,Wicomico County Delegation,[],[],0
22876,Baltimore County DelegationMontgomery County Delegation,Baltimore County Delegation,Montgomery County Delegation,[],[],0
22884,Anne Arundel County DelegationMontgomery County Delegation,Anne Arundel County Delegation,Montgomery County Delegation,[],[],0
22883,Montgomery County DelegationSt. Marys County Delegation,Montgomery County Delegation,St. Marys County Delegation,[],[],0
22882, Prince Georges County DelegationMontgomery County Delegation, Prince Georges County Delegation,Montgomery County Delegation,[],[],0
22881,Dorchester County DelegationMontgomery County Delegation,Dorchester County Delegation,Montgomery County Delegation,[],[],0
22880,Frederick County DelegationMontgomery County Delegation,Frederick County Delegation,Montgomery County Delegation,[],[],0
22879,Montgomery County DelegationWashington County Delegation,Montgomery County Delegation,Washington County Delegation,[],[],0
22878,Garrett County DelegationMontgomery County Delegation,Garrett County Delegation,Montgomery County Delegation,[],[],0
22877,Allegany County DelegationMontgomery County Delegation,Allegany County Delegation,Montgomery County Delegation,[],[],0
22875,Montgomery County DelegationMontgomery County Delegation,Montgomery County Delegation,Montgomery County Delegation,[],[],0
22866,Malcolm AugustineWicomico County Delegation,Malcolm Augustine,Wicomico County Delegation,[],[],0
22874,Calvert County SenatorsWicomico County Delegation,Calvert County Senators,Wicomico County Delegation,[],[],0
22873,Anne Arundel County SenatorsWicomico County Delegation,Anne Arundel County Senators,Wicomico County Delegation,[],[],0
22872,Harford County SenatorsWicomico County Delegation,Harford County Senators,Wicomico County Delegation,[],[],0
22871,Carroll County SenatorsWicomico County Delegation,Carroll County Senators,Wicomico County Delegation,[],[],0
22870,Katherine KlausmeierWicomico County Delegation,Katherine Klausmeier,Wicomico County Delegation,[],[],0
22869,Benjamin KramerWicomico County Delegation,Benjamin Kramer,Wicomico County Delegation,[],[],0
22868,Cecil County SenatorsWicomico County Delegation,Cecil County Senators,Wicomico County Delegation,[],[],0
22867,Nancy KingWicomico County Delegation,Nancy King,Wicomico County Delegation,[],[],0
22843,Mary CarozzaWicomico County Delegation,Mary Carozza,Wicomico County Delegation,[],[],0
22842,Jack BaileyWicomico County Delegation,Jack Bailey,Wicomico County Delegation,[],[],0
22841,Thomas MillerWicomico County Delegation,Thomas Miller,Wicomico County Delegation,[],[],0
22809,Harford County DelegationWicomico County Delegation,Harford County Delegation,Wicomico County Delegation,[],[],0
22817,J.B. JenningsWicomico County Delegation,J.B. Jennings,Wicomico County Delegation,[],[],0
22816,Baltimore City DelegationWicomico County Delegation,Baltimore City Delegation,Wicomico County Delegation,[],[],0
22815,Talbot County DelegationWicomico County Delegation,Talbot County Delegation,Wicomico County Delegation,[],[],0
22814,Calvert County DelegationWicomico County Delegation,Calvert County Delegation,Wicomico County Delegation,[],[],0
22813,Howard County DelegationWicomico County Delegation,Howard County Delegation,Wicomico County Delegation,[],[],0
22812,Carroll County DelegationWicomico County Delegation,Carroll County Delegation,Wicomico County Delegation,[],[],0
22811,Queen Annes County DelegationWicomico County Delegation,Queen Annes County Delegation,Wicomico County Delegation,[],[],0
22810,Federal RelationsWicomico County Delegation,Federal Relations,Wicomico County Delegation,[],[],0
22808,Charles County DelegationWicomico County Delegation,Charles County Delegation,Wicomico County Delegation,[],[],0
22819,Adelaide EckardtWicomico County Delegation,Adelaide Eckardt,Wicomico County Delegation,[],[],0
22807,Anne Arundel County DelegationWicomico County Delegation,Anne Arundel County Delegation,Wicomico County Delegation,[],[],0
22806,St. Marys County DelegationWicomico County Delegation,St. Marys County Delegation,Wicomico County Delegation,[],[],0
22805, Prince Georges County DelegationWicomico County Delegation, Prince Georges County Delegation,Wicomico County Delegation,[],[],0
22804,Dorchester County DelegationWicomico County Delegation,Dorchester County Delegation,Wicomico County Delegation,[],[],0
22803,Frederick County DelegationWicomico County Delegation,Frederick County Delegation,Wicomico County Delegation,[],[],0
22802,Washington County DelegationWicomico County Delegation,Washington County Delegation,Wicomico County Delegation,[],[],0
22801,Garrett County DelegationWicomico County Delegation,Garrett County Delegation,Wicomico County Delegation,[],[],0
22800,Allegany County DelegationWicomico County Delegation,Allegany County Delegation,Wicomico County Delegation,[],[],0
22818,Judicial ProceedingsWicomico County Delegation,Judicial Proceedings,Wicomico County Delegation,[],[],0
22820,George EdwardsWicomico County Delegation,George Edwards,Wicomico County Delegation,[],[],0
22840,Edward ReillyWicomico County Delegation,Edward Reilly,Wicomico County Delegation,[],[],0
22831,Jill CarterWicomico County Delegation,Jill Carter,Wicomico County Delegation,[],[],0
22839,Shirley NathanPulliamWicomico County Delegation,Shirley NathanPulliam,Wicomico County Delegation,[],[],0
22838,Budget and TaxationWicomico County Delegation,Budget and Taxation,Wicomico County Delegation,[],[],0
22837,Mary WashingtonWicomico County Delegation,Mary Washington,Wicomico County Delegation,[],[],0
22836,Cory McCrayWicomico County Delegation,Cory McCray,Wicomico County Delegation,[],[],0
22835,Clarence LamWicomico County Delegation,Clarence Lam,Wicomico County Delegation,[],[],0
22834,FinanceWicomico County Delegation,Finance,Wicomico County Delegation,[],[],0
22833,Guy GuzzoneWicomico County Delegation,Guy Guzzone,Wicomico County Delegation,[],[],0
22832,Brian FeldmanWicomico County Delegation,Brian Feldman,Wicomico County Delegation,[],[],0
22830,Ronald YoungWicomico County Delegation,Ronald Young,Wicomico County Delegation,[],[],0
22821,Douglas PetersWicomico County Delegation,Douglas Peters,Wicomico County Delegation,[],[],0
22829,Joanne BensonWicomico County Delegation,Joanne Benson,Wicomico County Delegation,[],[],0
22828,EducationWicomico County Delegation,Education,Wicomico County Delegation,[],[],0
22827,Wicomico County DelegationWicomico County Senators,Wicomico County Delegation,Wicomico County Senators,[],[],0
22826,Cheryl KaganWicomico County Delegation,Cheryl Kagan,Wicomico County Delegation,[],[],0
22825,James RosapepeWicomico County Delegation,James Rosapepe,Wicomico County Delegation,[],[],0
22824,Craig ZuckerWicomico County Delegation,Craig Zucker,Wicomico County Delegation,[],[],0
22823,Andrew SerafiniWicomico County Delegation,Andrew Serafini,Wicomico County Delegation,[],[],0
22822,Johnny SallingWicomico County Delegation,Johnny Salling,Wicomico County Delegation,[],[],0
22709,AppropriationsMalcolm Augustine,Appropriations,Malcolm Augustine,[],[],0
22707,AppropriationsMelony Griffith,Appropriations,Melony Griffith,[],[],0
22530,JudiciaryJustin Ready,Judiciary,Justin Ready,[],[],0
22574,Queen Annes County DelegationWays and Means,Queen Annes County Delegation,Ways and Means,[],[],0
22594,Jill CarterWays and Means,Jill Carter,Ways and Means,[],[],0
22593,Ronald YoungWays and Means,Ronald Young,Ways and Means,[],[],0
22592,Joanne BensonWays and Means,Joanne Benson,Ways and Means,[],[],0
22591,EducationWays and Means,Education,Ways and Means,[],[],0
22590,Ways and MeansWicomico County Senators,Ways and Means,Wicomico County Senators,[],[],0
22589,Cheryl KaganWays and Means,Cheryl Kagan,Ways and Means,[],[],0
22588,James RosapepeWays and Means,James Rosapepe,Ways and Means,[],[],0
22587,Craig ZuckerWays and Means,Craig Zucker,Ways and Means,[],[],0
22586,Andrew SerafiniWays and Means,Andrew Serafini,Ways and Means,[],[],0
22585,Johnny SallingWays and Means,Johnny Salling,Ways and Means,[],[],0
22584,Douglas PetersWays and Means,Douglas Peters,Ways and Means,[],[],0
22583,George EdwardsWays and Means,George Edwards,Ways and Means,[],[],0
22582,Adelaide EckardtWays and Means,Adelaide Eckardt,Ways and Means,[],[],0
22581,Judicial ProceedingsWays and Means,Judicial Proceedings,Ways and Means,[],[],0
22580,J.B. JenningsWays and Means,J.B. Jennings,Ways and Means,[],[],0
22579,Baltimore City DelegationWays and Means,Baltimore City Delegation,Ways and Means,[],[],0
22578,Talbot County DelegationWays and Means,Talbot County Delegation,Ways and Means,[],[],0
22577,Calvert County DelegationWays and Means,Calvert County Delegation,Ways and Means,[],[],0
22576,Howard County DelegationWays and Means,Howard County Delegation,Ways and Means,[],[],0
22595,Brian FeldmanWays and Means,Brian Feldman,Ways and Means,[],[],0
22596,Guy GuzzoneWays and Means,Guy Guzzone,Ways and Means,[],[],0
22597,FinanceWays and Means,Finance,Ways and Means,[],[],0
22608,Jason GallionWays and Means,Jason Gallion,Ways and Means,[],[],0
22616,Robert ZirkinWays and Means,Robert Zirkin,Ways and Means,[],[],0
22615,Antonio HayesWays and Means,Antonio Hayes,Ways and Means,[],[],0
22614,Ways and MeansWilliam Ferguson,Ways and Means,William Ferguson,[],[],0
22613,Chris WestWays and Means,Chris West,Ways and Means,[],[],0
22612,Bryan SimonaireWays and Means,Bryan Simonaire,Ways and Means,[],[],0
22611,Justin ReadyWays and Means,Justin Ready,Ways and Means,[],[],0
22610,Michael HoughWays and Means,Michael Hough,Ways and Means,[],[],0
22609,Stephen HersheyWays and Means,Stephen Hershey,Ways and Means,[],[],0
22607,Bob CassillyWays and Means,Bob Cassilly,Ways and Means,[],[],0
22598,Clarence LamWays and Means,Clarence Lam,Ways and Means,[],[],0
22606,Mary CarozzaWays and Means,Mary Carozza,Ways and Means,[],[],0
22605,Jack BaileyWays and Means,Jack Bailey,Ways and Means,[],[],0
22604,Thomas MillerWays and Means,Thomas Miller,Ways and Means,[],[],0
22603,Edward ReillyWays and Means,Edward Reilly,Ways and Means,[],[],0
22602,Shirley NathanPulliamWays and Means,Shirley NathanPulliam,Ways and Means,[],[],0
22601,Budget and TaxationWays and Means,Budget and Taxation,Ways and Means,[],[],0
22600,Mary WashingtonWays and Means,Mary Washington,Ways and Means,[],[],0
22599,Cory McCrayWays and Means,Cory McCray,Ways and Means,[],[],0
22575,Carroll County DelegationWays and Means,Carroll County Delegation,Ways and Means,[],[],0
22573,Federal RelationsWays and Means,Federal Relations,Ways and Means,[],[],0
22706,AppropriationsArthur Ellis,Appropriations,Arthur Ellis,[],[],0
22572,Harford County DelegationWays and Means,Harford County Delegation,Ways and Means,[],[],0
22549,JudiciaryNancy King,Judiciary,Nancy King,[],[],0
22548,JudiciaryMalcolm Augustine,Judiciary,Malcolm Augustine,[],[],0
22547,Delores KelleyJudiciary,Delores Kelley,Judiciary,[],[],0
22546,JudiciaryMelony Griffith,Judiciary,Melony Griffith,[],[],0
22545,Arthur EllisJudiciary,Arthur Ellis,Judiciary,[],[],0
22544,JudiciaryPaul Pinsky,Judiciary,Paul Pinsky,[],[],0
22543,JudiciaryWashington County Senators,Judiciary,Washington County Senators,[],[],0
22542,Jeff WaldstreicherJudiciary,Jeff Waldstreicher,Judiciary,[],[],0
22541,JudiciarySusan Lee,Judiciary,Susan Lee,[],[],0
22540,JudiciaryKatie Hester,Judiciary,Katie Hester,[],[],0
22539,JudiciaryWilliam Smith,Judiciary,William Smith,[],[],0
22538,JudiciaryObie Patterson,Judiciary,Obie Patterson,[],[],0
22537,JudiciaryPamela Beidle,Judiciary,Pamela Beidle,[],[],0
22536,JudiciarySarah Elfreth,Judiciary,Sarah Elfreth,[],[],0
22535,JudiciaryRobert Zirkin,Judiciary,Robert Zirkin,[],[],0
22534,Antonio HayesJudiciary,Antonio Hayes,Judiciary,[],[],0
22533,JudiciaryWilliam Ferguson,Judiciary,William Ferguson,[],[],0
22532,Chris WestJudiciary,Chris West,Judiciary,[],[],0
22531,Bryan SimonaireJudiciary,Bryan Simonaire,Judiciary,[],[],0
22550,Cecil County SenatorsJudiciary,Cecil County Senators,Judiciary,[],[],0
22551,Benjamin KramerJudiciary,Benjamin Kramer,Judiciary,[],[],0
22552,JudiciaryKatherine Klausmeier,Judiciary,Katherine Klausmeier,[],[],0
22563,Allegany County DelegationWays and Means,Allegany County Delegation,Ways and Means,[],[],0
22571,Charles County DelegationWays and Means,Charles County Delegation,Ways and Means,[],[],0
22570,Anne Arundel County DelegationWays and Means,Anne Arundel County Delegation,Ways and Means,[],[],0
22569,St. Marys County DelegationWays and Means,St. Marys County Delegation,Ways and Means,[],[],0
22568, Prince Georges County DelegationWays and Means, Prince Georges County Delegation,Ways and Means,[],[],0
22567,Dorchester County DelegationWays and Means,Dorchester County Delegation,Ways and Means,[],[],0
22566,Frederick County DelegationWays and Means,Frederick County Delegation,Ways and Means,[],[],0
22565,Washington County DelegationWays and Means,Washington County Delegation,Ways and Means,[],[],0
22564,Garrett County DelegationWays and Means,Garrett County Delegation,Ways and Means,[],[],0
22562,Baltimore County DelegationWays and Means,Baltimore County Delegation,Ways and Means,[],[],0
22553,Carroll County SenatorsJudiciary,Carroll County Senators,Judiciary,[],[],0
22561,Montgomery County DelegationWays and Means,Montgomery County Delegation,Ways and Means,[],[],0
22560,Ways and MeansWicomico County Delegation,Ways and Means,Wicomico County Delegation,[],[],0
22559,Prince Georges County DelegationWays and Means,Prince Georges County Delegation,Ways and Means,[],[],0
22558,AppropriationsWays and Means,Appropriations,Ways and Means,[],[],0
22557,Ways and MeansWays and Means,Ways and Means,Ways and Means,[],[],0
22556,Calvert County SenatorsJudiciary,Calvert County Senators,Judiciary,[],[],0
22555,Anne Arundel County SenatorsJudiciary,Anne Arundel County Senators,Judiciary,[],[],0
22554,Harford County SenatorsJudiciary,Harford County Senators,Judiciary,[],[],0
22617,Sarah ElfrethWays and Means,Sarah Elfreth,Ways and Means,[],[],0
22618,Pamela BeidleWays and Means,Pamela Beidle,Ways and Means,[],[],0
22619,Obie PattersonWays and Means,Obie Patterson,Ways and Means,[],[],0
22620,Ways and MeansWilliam Smith,Ways and Means,William Smith,[],[],0
22683,AppropriationsEdward Reilly,Appropriations,Edward Reilly,[],[],0
22682,AppropriationsShirley NathanPulliam,Appropriations,Shirley NathanPulliam,[],[],0
22681,AppropriationsBudget and Taxation,Appropriations,Budget and Taxation,[],[],0
22680,AppropriationsMary Washington,Appropriations,Mary Washington,[],[],0
22679,AppropriationsCory McCray,Appropriations,Cory McCray,[],[],0
22678,AppropriationsClarence Lam,Appropriations,Clarence Lam,[],[],0
22677,AppropriationsFinance,Appropriations,Finance,[],[],0
22676,AppropriationsGuy Guzzone,Appropriations,Guy Guzzone,[],[],0
22675,AppropriationsBrian Feldman,Appropriations,Brian Feldman,[],[],0
22674,AppropriationsJill Carter,Appropriations,Jill Carter,[],[],0
22673,AppropriationsRonald Young,Appropriations,Ronald Young,[],[],0
22672,AppropriationsJoanne Benson,Appropriations,Joanne Benson,[],[],0
22671,AppropriationsEducation,Appropriations,Education,[],[],0
22670,AppropriationsWicomico County Senators,Appropriations,Wicomico County Senators,[],[],0
22669,AppropriationsCheryl Kagan,Appropriations,Cheryl Kagan,[],[],0
22668,AppropriationsJames Rosapepe,Appropriations,James Rosapepe,[],[],0
22667,AppropriationsCraig Zucker,Appropriations,Craig Zucker,[],[],0
22666,Andrew SerafiniAppropriations,Andrew Serafini,Appropriations,[],[],0
22665,AppropriationsJohnny Salling,Appropriations,Johnny Salling,[],[],0
22684,AppropriationsThomas Miller,Appropriations,Thomas Miller,[],[],0
22685,AppropriationsJack Bailey,Appropriations,Jack Bailey,[],[],0
22686,AppropriationsMary Carozza,Appropriations,Mary Carozza,[],[],0
22697,AppropriationsSarah Elfreth,Appropriations,Sarah Elfreth,[],[],0
22705,AppropriationsPaul Pinsky,Appropriations,Paul Pinsky,[],[],0
22704,AppropriationsWashington County Senators,Appropriations,Washington County Senators,[],[],0
22703,AppropriationsJeff Waldstreicher,Appropriations,Jeff Waldstreicher,[],[],0
22702,AppropriationsSusan Lee,Appropriations,Susan Lee,[],[],0
22701,AppropriationsKatie Hester,Appropriations,Katie Hester,[],[],0
22700,AppropriationsWilliam Smith,Appropriations,William Smith,[],[],0
22699,AppropriationsObie Patterson,Appropriations,Obie Patterson,[],[],0
22698,AppropriationsPamela Beidle,Appropriations,Pamela Beidle,[],[],0
22696,AppropriationsRobert Zirkin,Appropriations,Robert Zirkin,[],[],0
22687,AppropriationsBob Cassilly,Appropriations,Bob Cassilly,[],[],0
22695,Antonio HayesAppropriations,Antonio Hayes,Appropriations,[],[],0
22694,AppropriationsWilliam Ferguson,Appropriations,William Ferguson,[],[],0
22693,AppropriationsChris West,Appropriations,Chris West,[],[],0
22692,AppropriationsBryan Simonaire,Appropriations,Bryan Simonaire,[],[],0
22691,AppropriationsJustin Ready,Appropriations,Justin Ready,[],[],0
22690,AppropriationsMichael Hough,Appropriations,Michael Hough,[],[],0
22689,AppropriationsStephen Hershey,Appropriations,Stephen Hershey,[],[],0
22688,AppropriationsJason Gallion,Appropriations,Jason Gallion,[],[],0
22664,AppropriationsDouglas Peters,Appropriations,Douglas Peters,[],[],0
22663,AppropriationsGeorge Edwards,Appropriations,George Edwards,[],[],0
22662,Adelaide EckardtAppropriations,Adelaide Eckardt,Appropriations,[],[],0
22630,Nancy KingWays and Means,Nancy King,Ways and Means,[],[],0
22638,AppropriationsAppropriations,Appropriations,Appropriations,[],[],0
22637,Calvert County SenatorsWays and Means,Calvert County Senators,Ways and Means,[],[],0
22636,Anne Arundel County SenatorsWays and Means,Anne Arundel County Senators,Ways and Means,[],[],0
22635,Harford County SenatorsWays and Means,Harford County Senators,Ways and Means,[],[],0
22634,Carroll County SenatorsWays and Means,Carroll County Senators,Ways and Means,[],[],0
22633,Katherine KlausmeierWays and Means,Katherine Klausmeier,Ways and Means,[],[],0
22632,Benjamin KramerWays and Means,Benjamin Kramer,Ways and Means,[],[],0
22631,Cecil County SenatorsWays and Means,Cecil County Senators,Ways and Means,[],[],0
22629,Malcolm AugustineWays and Means,Malcolm Augustine,Ways and Means,[],[],0
22640,AppropriationsWicomico County Delegation,Appropriations,Wicomico County Delegation,[],[],0
22628,Delores KelleyWays and Means,Delores Kelley,Ways and Means,[],[],0
22627,Melony GriffithWays and Means,Melony Griffith,Ways and Means,[],[],0
22626,Arthur EllisWays and Means,Arthur Ellis,Ways and Means,[],[],0
22625,Paul PinskyWays and Means,Paul Pinsky,Ways and Means,[],[],0
22624,Washington County SenatorsWays and Means,Washington County Senators,Ways and Means,[],[],0
22623,Jeff WaldstreicherWays and Means,Jeff Waldstreicher,Ways and Means,[],[],0
22622,Susan LeeWays and Means,Susan Lee,Ways and Means,[],[],0
22621,Katie HesterWays and Means,Katie Hester,Ways and Means,[],[],0
22639,AppropriationsPrince Georges County Delegation,Appropriations,Prince Georges County Delegation,[],[],0
22641,AppropriationsMontgomery County Delegation,Appropriations,Montgomery County Delegation,[],[],0
22661,AppropriationsJudicial Proceedings,Appropriations,Judicial Proceedings,[],[],0
22652,AppropriationsHarford County Delegation,Appropriations,Harford County Delegation,[],[],0
22660,AppropriationsJ.B. Jennings,Appropriations,J.B. Jennings,[],[],0
22659,AppropriationsBaltimore City Delegation,Appropriations,Baltimore City Delegation,[],[],0
22658,AppropriationsTalbot County Delegation,Appropriations,Talbot County Delegation,[],[],0
22657,AppropriationsCalvert County Delegation,Appropriations,Calvert County Delegation,[],[],0
22656,AppropriationsHoward County Delegation,Appropriations,Howard County Delegation,[],[],0
22655,AppropriationsCarroll County Delegation,Appropriations,Carroll County Delegation,[],[],0
22654,AppropriationsQueen Annes County Delegation,Appropriations,Queen Annes County Delegation,[],[],0
22653,AppropriationsFederal Relations,Appropriations,Federal Relations,[],[],0
22651,AppropriationsCharles County Delegation,Appropriations,Charles County Delegation,[],[],0
22642,AppropriationsBaltimore County Delegation,Appropriations,Baltimore County Delegation,[],[],0
22650,Anne Arundel County DelegationAppropriations,Anne Arundel County Delegation,Appropriations,[],[],0
22649,AppropriationsSt. Marys County Delegation,Appropriations,St. Marys County Delegation,[],[],0
22648, Prince Georges County DelegationAppropriations, Prince Georges County Delegation,Appropriations,[],[],0
22647,AppropriationsDorchester County Delegation,Appropriations,Dorchester County Delegation,[],[],0
22646,AppropriationsFrederick County Delegation,Appropriations,Frederick County Delegation,[],[],0
22645,AppropriationsWashington County Delegation,Appropriations,Washington County Delegation,[],[],0
22644,AppropriationsGarrett County Delegation,Appropriations,Garrett County Delegation,[],[],0
22643,Allegany County DelegationAppropriations,Allegany County Delegation,Appropriations,[],[],0
23604,Carroll County DelegationCharles County Delegation,Carroll County Delegation,Charles County Delegation,[],[],0
23606,Calvert County DelegationCharles County Delegation,Calvert County Delegation,Charles County Delegation,[],[],0
19071,Nick MosbySarah Elfreth,Nick Mosby,Sarah Elfreth,[],[],0
24906,Bryan SimonaireJill Carter,Bryan Simonaire,Jill Carter,[],[],0
24973,Anne Arundel County SenatorsBrian Feldman,Anne Arundel County Senators,Brian Feldman,[],[],0
24972,Brian FeldmanHarford County Senators,Brian Feldman,Harford County Senators,[],[],0
24971,Brian FeldmanCarroll County Senators,Brian Feldman,Carroll County Senators,[],[],0
24968,Brian FeldmanCecil County Senators,Brian Feldman,Cecil County Senators,[],[],0
24961,Brian FeldmanWashington County Senators,Brian Feldman,Washington County Senators,[],[],0
24949,Brian FeldmanBryan Simonaire,Brian Feldman,Bryan Simonaire,[],[],0
24945,Brian FeldmanJason Gallion,Brian Feldman,Jason Gallion,[],[],0
24944,Bob CassillyBrian Feldman,Bob Cassilly,Brian Feldman,[],[],0
24943,Brian FeldmanMary Carozza,Brian Feldman,Mary Carozza,[],[],0
24942,Brian FeldmanJack Bailey,Brian Feldman,Jack Bailey,[],[],0
24938,Brian FeldmanBudget and Taxation,Brian Feldman,Budget and Taxation,[],[],0
24934,Brian FeldmanFinance,Brian Feldman,Finance,[],[],0
24932,Brian FeldmanBrian Feldman,Brian Feldman,Brian Feldman,[],[],0
24931,Calvert County SenatorsJill Carter,Calvert County Senators,Jill Carter,[],[],0
24930,Anne Arundel County SenatorsJill Carter,Anne Arundel County Senators,Jill Carter,[],[],0
24929,Harford County SenatorsJill Carter,Harford County Senators,Jill Carter,[],[],0
24928,Carroll County SenatorsJill Carter,Carroll County Senators,Jill Carter,[],[],0
24925,Cecil County SenatorsJill Carter,Cecil County Senators,Jill Carter,[],[],0
24918,Jill CarterWashington County Senators,Jill Carter,Washington County Senators,[],[],0
24974,Brian FeldmanCalvert County Senators,Brian Feldman,Calvert County Senators,[],[],0
24975,Guy GuzzoneGuy Guzzone,Guy Guzzone,Guy Guzzone,[],[],0
24976,FinanceGuy Guzzone,Finance,Guy Guzzone,[],[],0
25016,Calvert County SenatorsGuy Guzzone,Calvert County Senators,Guy Guzzone,[],[],0
25024,FinanceThomas Miller,Finance,Thomas Miller,[],[],0
25023,Edward ReillyFinance,Edward Reilly,Finance,[],[],0
25022,FinanceShirley NathanPulliam,Finance,Shirley NathanPulliam,[],[],0
25021,Budget and TaxationFinance,Budget and Taxation,Finance,[],[],0
25020,FinanceMary Washington,Finance,Mary Washington,[],[],0
25019,Cory McCrayFinance,Cory McCray,Finance,[],[],0
25018,Clarence LamFinance,Clarence Lam,Finance,[],[],0
25017,FinanceFinance,Finance,Finance,[],[],0
25015,Anne Arundel County SenatorsGuy Guzzone,Anne Arundel County Senators,Guy Guzzone,[],[],0
24985,Guy GuzzoneMary Carozza,Guy Guzzone,Mary Carozza,[],[],0
25014,Guy GuzzoneHarford County Senators,Guy Guzzone,Harford County Senators,[],[],0
25013,Carroll County SenatorsGuy Guzzone,Carroll County Senators,Guy Guzzone,[],[],0
25010,Cecil County SenatorsGuy Guzzone,Cecil County Senators,Guy Guzzone,[],[],0
25003,Guy GuzzoneWashington County Senators,Guy Guzzone,Washington County Senators,[],[],0
24995,Guy GuzzoneRobert Zirkin,Guy Guzzone,Robert Zirkin,[],[],0
24992,Chris WestGuy Guzzone,Chris West,Guy Guzzone,[],[],0
24987,Guy GuzzoneJason Gallion,Guy Guzzone,Jason Gallion,[],[],0
24986,Bob CassillyGuy Guzzone,Bob Cassilly,Guy Guzzone,[],[],0
24913,Jill CarterObie Patterson,Jill Carter,Obie Patterson,[],[],0
24903,Jill CarterStephen Hershey,Jill Carter,Stephen Hershey,[],[],0
25026,FinanceMary Carozza,Finance,Mary Carozza,[],[],0
24902,Jason GallionJill Carter,Jason Gallion,Jill Carter,[],[],0
24834,Joanne BensonMalcolm Augustine,Joanne Benson,Malcolm Augustine,[],[],0
24829,Joanne BensonWashington County Senators,Joanne Benson,Washington County Senators,[],[],0
24823,Joanne BensonPamela Beidle,Joanne Benson,Pamela Beidle,[],[],0
24821,Joanne BensonRobert Zirkin,Joanne Benson,Robert Zirkin,[],[],0
24818,Chris WestJoanne Benson,Chris West,Joanne Benson,[],[],0
24814,Joanne BensonStephen Hershey,Joanne Benson,Stephen Hershey,[],[],0
24813,Jason GallionJoanne Benson,Jason Gallion,Joanne Benson,[],[],0
24812,Bob CassillyJoanne Benson,Bob Cassilly,Joanne Benson,[],[],0
24811,Joanne BensonMary Carozza,Joanne Benson,Mary Carozza,[],[],0
24810,Jack BaileyJoanne Benson,Jack Bailey,Joanne Benson,[],[],0
24808,Edward ReillyJoanne Benson,Edward Reilly,Joanne Benson,[],[],0
24806,Budget and TaxationJoanne Benson,Budget and Taxation,Joanne Benson,[],[],0
24802,FinanceJoanne Benson,Finance,Joanne Benson,[],[],0
24797,Joanne BensonJoanne Benson,Joanne Benson,Joanne Benson,[],[],0
24796,Calvert County SenatorsEducation,Calvert County Senators,Education,[],[],0
24795,Anne Arundel County SenatorsEducation,Anne Arundel County Senators,Education,[],[],0
24794,EducationHarford County Senators,Education,Harford County Senators,[],[],0
24793,Carroll County SenatorsEducation,Carroll County Senators,Education,[],[],0
24792,EducationKatherine Klausmeier,Education,Katherine Klausmeier,[],[],0
24836,Cecil County SenatorsJoanne Benson,Cecil County Senators,Joanne Benson,[],[],0
24839,Carroll County SenatorsJoanne Benson,Carroll County Senators,Joanne Benson,[],[],0
24840,Harford County SenatorsJoanne Benson,Harford County Senators,Joanne Benson,[],[],0
24886,Anne Arundel County SenatorsRonald Young,Anne Arundel County Senators,Ronald Young,[],[],0
24901,Bob CassillyJill Carter,Bob Cassilly,Jill Carter,[],[],0
24900,Jill CarterMary Carozza,Jill Carter,Mary Carozza,[],[],0
24899,Jack BaileyJill Carter,Jack Bailey,Jill Carter,[],[],0
24897,Edward ReillyJill Carter,Edward Reilly,Jill Carter,[],[],0
24895,Budget and TaxationJill Carter,Budget and Taxation,Jill Carter,[],[],0
24891,FinanceJill Carter,Finance,Jill Carter,[],[],0
24888,Jill CarterJill Carter,Jill Carter,Jill Carter,[],[],0
24887,Calvert County SenatorsRonald Young,Calvert County Senators,Ronald Young,[],[],0
24885,Harford County SenatorsRonald Young,Harford County Senators,Ronald Young,[],[],0
24841,Anne Arundel County SenatorsJoanne Benson,Anne Arundel County Senators,Joanne Benson,[],[],0
24884,Carroll County SenatorsRonald Young,Carroll County Senators,Ronald Young,[],[],0
